name,artist,album,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,Jealous Ones Still Envy (J.O.S.E),2001-12-04,79,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,91,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
Hate Bein' Sober,Chief Keef,Finally Rich,2012-01-01,78,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,4
Hate It Or Love It,The Game,The Documentary,2005,85,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,4
Emotionless,Drake,Scorpion,2018-06-29,68,0.414,0.677,1,-5.12,1,0.254,0.0248,0.0,0.0793,0.0853,172.521,302173,4
Don’t Matter To Me (with Michael Jackson),Drake,Scorpion,2018-06-29,72,0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,245787,4
Mob Ties,Drake,Scorpion,2018-06-29,71,0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,205147,4
Chicago Freestyle (feat. Giveon),Drake,Dark Lane Demo Tapes,2020-05-01,82,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4
HOLIDAY,Lil Nas X,HOLIDAY,2020-11-13,72,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,4
Clint Eastwood,Gorillaz,Gorillaz,2001,73,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920,4
Feel Good Inc.,Gorillaz,Demon Days,2005-05-23,87,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4
Hey Mama,Kanye West,Late Registration,2005-08-30,67,0.583,0.754,7,-6.993,1,0.223,0.0593,0.0,0.113,0.347,95.784,305067,4
Heard 'Em Say,Kanye West,Late Registration,2005-08-30,70,0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,95.07,203733,4
Drive Slow,Kanye West,Late Registration,2005-08-30,64,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291,272227,1
Touch The Sky,Kanye West,Late Registration,2005-08-30,77,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,236600,1
True Love,Kanye West,True Love,2022-05-27,77,0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4
Might Not,Belly,Up For Days,2015-11-20,66,0.792,0.563,1,-4.836,1,0.0787,0.318,0.0,0.13,0.321,134.022,224213,4
Ultimate,Denzel Curry,Ultimate,2015-01-01,65,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974,4
All Day And Night,Jax Jones,Snacks,2019-07-12,67,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467,4
You Don't Know Me (feat. RAYE),Jax Jones,Snacks,2019-07-12,69,0.879,0.665,11,-6.082,0,0.145,0.164,0.0,0.319,0.672,123.977,212573,4
Dennis Rodman (feat. Tyga),A$AP Ferg,Floor Seats II,2020-09-25,56,0.741,0.537,1,-6.797,1,0.143,0.0358,0.0,0.146,0.233,80.454,198307,4
"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,Creed II: The Album,2018-11-16,65,0.545,0.975,10,-3.193,0,0.454,0.17,0.0,0.145,0.609,123.906,131674,5
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,AT.LONG.LAST.A$AP,2015-05-26,79,0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,260987,4
Runnin,21 Savage,SAVAGE MODE II,2020-10-02,84,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4
Walkin,Denzel Curry,Melt My Eyez See Your Future,2022-03-25,70,0.557,0.654,11,-7.201,0,0.196,0.134,0.0,0.291,0.386,135.983,280000,4
X-Wing,Denzel Curry,Melt My Eyez See Your Future,2022-03-25,63,0.787,0.675,2,-7.629,1,0.136,0.109,0.0,0.695,0.424,119.988,176000,4
The Fox (What Does the Fox Say?),Ylvis,The Fox (What Does the Fox Say?),2013-09-02,66,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,213708,4
I Love It (& Lil Pump),Kanye West,I Love It,2018-09-07,75,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,4
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",2022-06-17,89,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4
trademark usa,Baby Keem,The Melodic Blue,2021-09-10,73,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,4
lost souls (with Brent Faiyaz),Baby Keem,The Melodic Blue,2021-09-22,73,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4
family ties (with Kendrick Lamar),Baby Keem,The Melodic Blue,2021-09-10,83,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,252262,4
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2012,83,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
Alright,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,83,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,219333,4
Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),2012-01-01,85,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4
Pray For Me (with Kendrick Lamar),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,72,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4
"King's Dead (with Kendrick Lamar, Future & James Blake)",Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,63,0.566,0.724,1,-4.574,1,0.323,0.00102,0.0,0.158,0.407,81.774,225267,4
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,69,0.831,0.682,7,-5.697,1,0.238,0.256,0.0,0.494,0.6,91.771,319360,4
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),1997-03-04,77,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,4
Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,81,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,252747,4
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),1997-03-04,83,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
Changes,2Pac,Greatest Hits,1998-01-01,77,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,268827,4
All Eyez On Me (ft. Big Syke),2Pac,All Eyez On Me,1996-02-13,80,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279,307773,4
Hit 'Em Up - Single Version,2Pac,Greatest Hits,1998-01-01,82,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,312627,4
California Love - Original Version,2Pac,Greatest Hits,1998-01-01,83,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,4
Dua Lipa,Jack Harlow,Come Home The Kids Miss You,2022-05-06,71,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4
I'd Do Anything To Make You Smile,Jack Harlow,Come Home The Kids Miss You,2022-05-06,60,0.832,0.522,2,-7.244,1,0.05,0.012,0.079,0.377,0.253,150.044,193765,4
A Man Without Love,Engelbert Humperdinck,A Man Without Love,1968-08-03,72,0.538,0.467,2,-9.589,1,0.0327,0.637,0.0,0.115,0.507,111.766,203133,4
Barry From Simpson (with JID feat. 2 Chainz & Young Nudy),Dreamville,D-Day: A Gangsta Grillz Mixtape,2022-03-31,52,0.746,0.52,1,-6.687,1,0.423,0.104,0.0,0.301,0.445,126.983,197535,4
Jozi Flows (with Bas & EARTHGANG),Dreamville,D-Day: A Gangsta Grillz Mixtape,2022-03-31,46,0.79,0.309,8,-8.481,1,0.235,0.386,0.0,0.174,0.33,132.022,175779,4
Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,D-Day: A Gangsta Grillz Mixtape,2022-03-31,66,0.671,0.857,7,-5.435,1,0.292,0.266,0.0,0.668,0.597,118.574,309323,4
Lifestyle (with Bas feat. A$AP Ferg),Dreamville,D-Day: A Gangsta Grillz Mixtape,2022-03-31,54,0.832,0.7,0,-6.005,0,0.0491,0.12,0.0,0.239,0.586,145.937,166776,4
"Starting 5 (with Lute, Cozz & Omen)",Dreamville,D-Day: A Gangsta Grillz Mixtape,2022-03-31,47,0.504,0.636,1,-12.926,1,0.399,0.253,0.0,0.211,0.713,82.776,270045,4
Highway to Hell,AC/DC,Highway to Hell,1979-07-27,87,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
Thunderstruck,AC/DC,The Razors Edge,1990-09-24,87,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
Back In Black,AC/DC,Back In Black,1980-07-25,86,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
Knock You Down,Keri Hilson,In A Perfect World...,2009-01-01,69,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187,4
Ambitionz Az A Ridah,2Pac,All Eyez On Me,1996-02-13,80,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,4
Ambition For Cash,Key Glock,Ambition For Cash,2021-10-01,68,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,143480,4
Gotta Have It,JAY-Z,Watch The Throne,2011-08-08,71,0.74,0.574,4,-6.938,1,0.245,0.411,0.0,0.262,0.33,149.762,140747,4
No Church In The Wild,JAY-Z,Watch The Throne,2011-08-08,77,0.654,0.75,8,-7.509,0,0.105,0.244,0.0178,0.167,0.557,92.773,272507,4
Run This Town,JAY-Z,The Blueprint 3,2009-09-08,82,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,4
Empire State Of Mind,JAY-Z,The Blueprint 3,2009-09-08,86,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,4
Push It,Rick Ross,Port Of Miami,2006-01-01,58,0.66,0.765,7,-7.121,1,0.245,0.227,0.0,0.376,0.771,151.073,208600,4
Hustlin',Rick Ross,Port Of Miami,2006-01-01,71,0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08,254093,4
Aston Martin Music,Rick Ross,Teflon Don,2010-01-01,72,0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,270627,4
Johnny P's Caddy,Benny The Butcher,Johnny P's Caddy,2022-01-28,63,0.535,0.819,8,-6.792,1,0.455,0.584,0.0,0.16,0.581,150.451,225000,4
Cemetery,COIN,Dreamland,2020-02-21,0,0.652,0.8,9,-7.37,1,0.0313,0.124,1.87e-05,0.121,0.933,126.985,177107,4
BLOOD,KLOUD,AUTONOMY,2020-10-30,0,0.497,0.825,8,-4.638,0,0.0821,0.0031,0.00496,0.0905,0.235,88.712,194157,4
City of Gods,Fivio Foreign,City of Gods,2022-02-11,64,0.474,0.801,8,-5.978,0,0.375,0.102,0.0,0.322,0.497,147.356,256000,4
Formula,Labrinth,Euphoria (Original Score from the HBO Series),2019-10-04,86,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870,4
Red Right Hand,Bang Jun seok,텔 미 썸딩 Original Motion Picture Soundtrack,2013-06-03,49,0.723,0.376,4,-13.622,1,0.0466,0.073,0.303,0.181,0.446,115.67,285545,4
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,Save Your Tears (Remix),2021-04-23,83,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
Blinding Lights,The Weeknd,After Hours,2020-03-20,93,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
After Hours,The Weeknd,After Hours,2020-03-20,86,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4
In Da Club,50 Cent,Get Rich Or Die Tryin',2003-02-06,78,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',2003-02-06,74,0.653,0.826,6,-2.93,0,0.354,0.0153,0.00146,0.131,0.416,108.52,256227,5
Don’t Break My Heart,The Weeknd,Dawn FM,2022-01-06,65,0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959,205469,4
Feel The Love,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,64,0.58,0.469,0,-5.946,0,0.104,0.126,7.32e-05,0.099,0.369,110.573,165053,4
Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,71,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4
Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,61,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,245098,4
Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,63,0.729,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,197001,4
Through The Wire,Kanye West,The College Dropout,2004-02-10,80,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4
Jesus Walks,Kanye West,The College Dropout,2004-02-10,76,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,193733,4
Get Em High,Kanye West,The College Dropout,2004-02-10,63,0.614,0.644,11,-5.672,0,0.373,0.184,0.0,0.489,0.649,84.788,289493,4
Bam,JAY-Z,4:44,2017-07-07,58,0.639,0.788,6,-2.879,1,0.35,0.455,0.0,0.058,0.847,155.913,234973,4
Eazy,The Game,Eazy,2022-01-15,60,0.716,0.551,1,-6.987,1,0.47,0.167,0.0,0.197,0.305,82.393,234288,4
Surround Sound (feat. 21 Savage & Baby Tate),JID,Surround Sound (feat. 21 Savage & Baby Tate),2022-01-14,1,0.57,0.573,5,-6.935,1,0.476,0.156,0.0,0.256,0.517,76.006,229938,4
Less Than Zero,The Weeknd,Dawn FM,2022-01-06,78,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4
Gasoline,The Weeknd,Dawn FM,2022-01-06,68,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006,212166,4
Take My Breath,The Weeknd,Dawn FM,2022-01-06,76,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,4
Out of Time,The Weeknd,Dawn FM,2022-01-06,80,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
Is There Someone Else?,The Weeknd,Dawn FM,2022-01-06,88,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4
Best Friends,The Weeknd,Dawn FM,2022-01-06,69,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0,163504,4
Sacrifice,The Weeknd,Dawn FM,2022-01-06,76,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
How Do I Make You Love Me?,The Weeknd,Dawn FM,2022-01-06,70,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,214215,4
The Pale Moonlight,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,52,0.576,0.807,7,-7.733,0,0.252,0.455,6.6e-05,0.209,0.612,160.009,176293,4
Sad People,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,62,0.636,0.647,5,-6.971,0,0.0381,0.247,0.00123,0.113,0.416,158.073,176027,4
Heaven On Earth,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,53,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,201093,4
Tequila Shots,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,72,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4
She Knows This,Kid Cudi,Man On The Moon III: The Chosen,2020-12-11,55,0.39,0.724,6,-7.607,0,0.0889,0.162,0.0,0.393,0.312,165.945,216560,4
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),2009-01-01,73,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,2010-11-09,76,0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002,294227,4
Love Lockdown,Kanye West,808s & Heartbreak,2008-11-24,69,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,4
Amazing,Kanye West,808s & Heartbreak,2008-11-24,68,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4
Heartless,Kanye West,808s & Heartbreak,2008-11-24,91,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015-08-28,86,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
Ordinary Life,The Weeknd,Starboy,2016-11-25,66,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,221920,4
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),2020-08-06,19,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
Life Goes On,Lil Baby,Harder Than Ever,2018-05-18,79,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,247055,4
range brothers (with Kendrick Lamar),Baby Keem,The Melodic Blue,2021-09-10,63,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,316733,4
We Don't Care,Kanye West,The College Dropout,2004-02-10,70,0.595,0.754,11,-5.827,0,0.181,0.0142,0.0,0.247,0.647,83.155,239880,4
All Falls Down,Kanye West,The College Dropout,2004-02-10,86,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,223507,4
Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,2005-08-30,65,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,233400,4
Working For It,ZHU,GENERATIONWHY,2016-07-29,63,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,231813,4
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),2015-09-25,78,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4
Shape Of My Heart,Sting,Ten Summoner's Tales,1993-03-09,76,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,279227,4
What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),2021-11-20,65,0.417,0.288,5,-8.896,0,0.0391,0.579,0.000968,0.0795,0.158,110.251,213474,3
Forever,Various Artists,More Than A Game,2009-01-01,68,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347,4
God's Plan,Drake,Scorpion,2018-06-29,87,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
Nice For What,Drake,Scorpion,2018-06-29,81,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
Nonstop,Drake,Scorpion,2018-06-29,82,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,2021-09-03,82,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4
Bad Man (Smooth Criminal),Polo G,Bad Man (Smooth Criminal),2021-11-12,11,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,106000,4
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),2020-09-25,74,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,202795,4
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,2018-05-25,84,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
Often,The Weeknd,Beauty Behind The Madness,2015-08-28,83,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,249040,4
I Feel It Coming,The Weeknd,Starboy,2016-11-25,82,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
Die For You,The Weeknd,Starboy,2016-11-25,85,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,4
Sidewalks,The Weeknd,Starboy,2016-11-25,74,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,231360,4
False Alarm,The Weeknd,Starboy,2016-11-25,71,0.517,0.677,8,-6.373,0,0.0746,0.0324,3.37e-05,0.189,0.192,173.978,220307,4
Reminder,The Weeknd,Starboy,2016-11-25,88,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,218880,4
Moth To A Flame (with The Weeknd),Swedish House Mafia,Moth To A Flame,2021-10-22,18,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,234000,4
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,It Was Written,1996-07-02,73,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,4
Stayin Alive,Bee Gees,How Can You Mend A Broken Heart,2020-12-11,76,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4
Somebody's Watching Me,Various Artists,Body By Jake: Randy Couture Workout Mix (BPM 104-144),2012-02-01,58,0.792,0.62,1,-6.204,0,0.0344,0.123,4.12e-05,0.0548,0.843,123.933,293933,4
一翦梅,Fei Yu-ching,天之大,2010-04-30,56,0.29,0.482,6,-8.207,0,0.035,0.145,0.000171,0.12,0.247,141.459,234867,4
romance361,iann dior,nothings ever good enough,2019-05-22,10,0.713,0.632,1,-7.685,1,0.105,0.0589,1.44e-06,0.105,0.373,170.009,181290,4
Boku no Sensou,Shinsei Kamattechan,Boku no Sensou,2021-02-22,67,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,280467,4
PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,2016-11-01,77,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,197289,4
Rodeo - feat. Nas,Lil Nas X,Rodeo (feat. Nas),2020-01-27,59,0.65,0.637,9,-6.195,1,0.0369,0.0814,0.000607,0.51,0.575,140.115,145222,4
Praise God,Kanye West,Donda,2021-08-29,0,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
Moon,Kanye West,Donda,2021-08-29,0,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4
Pure Souls,Kanye West,Donda,2021-08-29,0,0.381,0.528,5,-6.997,1,0.0449,0.102,0.0,0.269,0.256,97.207,358622,4
Hurricane,Kanye West,Donda,2021-08-29,3,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,243187,4
No Friends In The Industry,Drake,Certified Lover Boy,2021-09-03,73,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,204347,4
Die For It (ft. Nas),Belly,Die For It (ft. Nas),2021-08-26,48,0.689,0.487,5,-9.585,0,0.0791,0.371,0.0,0.428,0.215,97.043,199887,4
Party Lyfe (with DaBaby),Polo G,Hall of Fame,2021-06-11,56,0.861,0.487,6,-8.533,1,0.131,0.0632,0.0,0.144,0.707,92.998,171232,4
D4L,Drake,Dark Lane Demo Tapes,2020-05-01,62,0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.004,189176,4
Drankin N Smokin,Future,Pluto x Baby Pluto,2020-11-13,73,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4
Bit Rush: Arcade Ahri,League of Legends,Bit Rush: Arcade Ahri,2016-09-06,31,0.514,0.907,7,-6.659,1,0.0506,0.0113,0.709,0.222,0.71,116.0,171900,4
Bit Rush,League of Legends,Bit Rush,2015-08-20,34,0.515,0.888,8,-7.723,0,0.0329,0.000312,0.873,0.0812,0.445,102.015,151764,4
"Pantheon, the Unbreakable Spear (From League of Legends: Season 9)",League of Legends,The Music of League of Legends: Season 9 (Original Game Soundtrack),2019-10-15,50,0.366,0.504,10,-10.154,1,0.036,0.0182,0.885,0.0916,0.144,137.984,218274,3
Arcade 2019: ULTRACOMBO (From League of Legends: Season 9),League of Legends,The Music of League of Legends: Season 9 (Original Game Soundtrack),2019-10-15,32,0.427,0.968,7,-6.188,1,0.0828,7.74e-05,0.916,0.352,0.634,109.945,183736,4
"Pyke, the Bloodharbor Ripper (From League of Legends: Season 8)",League of Legends,The Music of League of Legends: Season 8 (Original Game Soundtrack),2019-10-14,39,0.359,0.545,7,-10.832,0,0.0388,0.239,0.948,0.114,0.0833,75.729,226218,4
"Irelia, the Blade Dancer (From League of Legends: Season 8)",League of Legends,The Music of League of Legends: Season 8 (Original Game Soundtrack),2019-10-14,40,0.0798,0.506,4,-12.019,0,0.0534,0.512,0.897,0.135,0.125,76.751,242047,4
"Jhin, the Virtuoso (From League of Legends: Season 6)",League of Legends,The Music of League of Legends: Season 6 (Original Game Soundtrack),2019-10-12,45,0.118,0.317,0,-13.688,0,0.0363,0.296,0.636,0.083,0.0441,71.467,260096,4
"Aurelion Sol, the Star Forger (From League of Legends: Season 6)",League of Legends,The Music of League of Legends: Season 6 (Original Game Soundtrack),2019-10-12,36,0.168,0.344,9,-16.574,1,0.0521,0.471,0.863,0.106,0.0386,111.619,225545,4
"Kindred, the Eternal Hunters (From League of Legends: Season 5)",League of Legends,The Music of League of Legends: Season 5 (Original Game Soundtrack),2019-10-11,42,0.236,0.156,2,-17.171,0,0.0427,0.95,0.837,0.0712,0.106,79.257,153205,4
